,text,original_label,identifier,label,column
3292,1a There shall be no clearing obligation in the case of derivative contracts between subsidiary undertakings of the same parent company or between a parent company and a subsidiary undertaking Parent companies and subsidiary companies for the purposes of this provision shall be companies thus defined under the relevant EU rules This derogation shall not affect the reporting obligation under Article 6 or the obligations in relation to risk mitigation techniques under Article 8 The exemptions shall only apply where the parent company concerned has first notified the competent authority of its home Member State in writing that they intend to make use of the exemption The notification shall be made not less than thirty calendar days before the use the exemption The competent authority shall ensure that the exemption is only used for derivative contracts that fulfil all of the following conditions a derivative contracts between subsidiary undertakings of the same parent company or between a parent company and a subsidiary undertaking are justified for economic reasons b the use of the exemption does not increase systemic risk in the financial system c there are no legal restrictions to capital flows between the subsidiary undertakings of the same parent company or between the parent company and the subsidiary undertaking,0,2010/0250(COD)_162,0,EP
3293,This Directive is addressed to the Member States in accordance with the Treaties Done at Brussels For the European Parliament For the Council The PresidenTt he President,999,2013/0407(COD)_161,2,Council
3294,9 If so requested by the Commission the approval authority shall submit the information referred to in paragraphs 5 to 8 to the Commission as well,1,2010/0212(COD)_421,1,Council
3295,3 In order to simplify the management of this measure and to ensure its consistency with the objectives of the rules for direct support schemes for farmers it is appropriate to convert the measure into the possibility to definitively decrease the funds allocated to the support programmes in the wine sector and thereby increase the national ceilings for direct payments,999,2011/0285(COD)_3,2,Council
3296,Liability,999,2016/0409(COD)_879,2,EP
3297,Article 19 text,999,2012/0039(COD)_354,2,COM
3298,d the size the business model the funding model and the risk profile of the entity deleted,999,2016/0362(COD)_324,2,Council
3299,3 The decision of revocation shall put an end to the delegation of the powers specified in that decision It shall take effect immediately or at a later date specified therein It shall not affect the validity of the delegated acts already in force It shall be published in the Official Journal of the European Union,0,2009/0173(COD)_82,0,Council
3300,7 Evidence shall include all types of evidence admissible before the national court seized in particular documents and all other objects containing information irrespective of the medium on which the information is stored,999,2013/0185(COD)_121,2,EP
3301,4 The public and private bodies within the main education sectors covered by the Programme shall use the brand name Erasmus for the purpose of communication and dissemination of information relating to the P rogramme the brand name shall be associated with the main sectors as follows 45,999,2011/0371(COD)_302,2,Council
3302,2a Metals reasonably assumed to be recycled shall be excluded from the scope of this Regulation,0,2014/0059(COD)_33,0,EP
3303,Having regard to the proposal from the European Commission,999,2010/0209(COD)_3,2,Council
3304,c its decisions amending decisions granting a national application,999,2011/0137(COD)_227,2,COM
3305,b the criteria for defining a relevant market in accordance with paragraph 1,999,2011/0296(COD)_318,2,COM
3306,AM 20 3 By way of derogation from Article 15 1 of Regulation EU No 1380 2013 it shall be prohibited to catch retain on board tranship or land more than one swordfish per vessel per day for recreational fisheries Member States shall take the necessary measures to ensure and facilitate the release of swordfish caught alive in the framework of recreational fishing and should be able to take more restrictive measures which improve swordfish protection,1,2018/0109(COD)_107,1,EP
3307,b intangible assets,999,2011/0202(COD)_518,2,COM
3308,1 Rum Verschnitt is produced in,999,2016/0392(COD)_318,2,Council
